id,title,time,by,score,dead,deleted,descendants,kids,parent,parts,poll,text,type,url,_ctx
31824194,The Psycho-Geography of the Cretto Di Burri (2021),2022-06-21T14:15:23Z,layer8,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.archdaily.com/958178/the-psycho-geography-of-the-cretto-di-burri,"{""connection_name"":""hackernews""}"
31824332,"Guy Upscales a 100-Year-Old Film to 4k and 60FPS, Looks Like Smartphone Footage",2022-06-21T14:28:44Z,isaacfrond,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.boredpanda.com/train-la-ciotat-historic-film-upscaled/,"{""connection_name"":""hackernews""}"
31823718,Do pregnancy and childbirth accelerate aging in women? (2019),2022-06-21T13:31:44Z,mgh2,1,false,false,1,[31823933],<null>,<null>,<null>,<null>,story,https://www.washingtonpost.com/health/do-pregnancy-and-childbirth-accelerate-aging-in-women-maybe/2019/10/18/635dbd7c-e516-11e9-b403-f738899982d2_story.html,"{""connection_name"":""hackernews""}"
31823719,Reasonable Agreement. On the Crapification of Literary Contracts,2022-06-21T13:32:02Z,walterbell,6,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://doctorow.medium.com/reasonable-agreement-ea8600a89ed7,"{""connection_name"":""hackernews""}"
31823702,Get Paid to Contribute to Urllib3,2022-06-21T13:30:12Z,todsacerdoti,4,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://sethmlarson.dev/blog/get-paid-to-contribute-to-urllib3,"{""connection_name"":""hackernews""}"
31824322,"Julian Assange can be extradited, says UK home secretary",2022-06-21T14:27:53Z,ur-whale,1,false,false,1,[31824333],<null>,<null>,<null>,<null>,story,https://www.bbc.com/news/uk-61839256,"{""connection_name"":""hackernews""}"
31823762,Building a new online divorce service that works for everyone,2022-06-21T13:36:30Z,vanilla-almond,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://insidehmcts.blog.gov.uk/2022/06/14/building-a-new-online-divorce-service-that-works-for-everyone/,"{""connection_name"":""hackernews""}"
31823775,"Company delivers packages faster than Amazon, but workers pay the price",2022-06-21T13:37:32Z,conanxin,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.technologyreview.com/2021/06/09/1025884/coupang-amazon-labor-costs-worker-death/,"{""connection_name"":""hackernews""}"
31824252,What Type of Social Proof Is Most Effective? (2021),2022-06-21T14:22:00Z,Tomte,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://stonemaiergames.com/what-type-of-social-proof-is-most-effective-ks-lesson-281/,"{""connection_name"":""hackernews""}"
31824298,How Louis Theroux Became a TikTok Sensation at Age 52,2022-06-21T14:26:21Z,bookofjoe,1,false,false,1,[31824302],<null>,<null>,<null>,<null>,story,https://www.nytimes.com/2022/06/17/style/louis-theroux-jiggle-jiggle-tiktok.html,"{""connection_name"":""hackernews""}"
31824145,Situationist,2022-06-21T14:10:16Z,layer8,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://en.wikipedia.org/wiki/Situationist_International,"{""connection_name"":""hackernews""}"
