id,title,time,by,score,dead,deleted,descendants,kids,parent,parts,poll,text,type,url,_ctx
33501096,Meta Is Said to Plan Significant Job Cuts This Week,2022-11-07T04:20:04Z,fortran77,2,false,false,1,[33501131],<null>,<null>,<null>,<null>,story,https://www.nytimes.com/2022/11/06/technology/meta-layoffs.html,"{""connection_name"":""hackernews""}"
33501034,Adobe PostScript: The Language of Business (1991),2022-11-07T04:10:48Z,fortran77,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.youtube.com/watch?v=Ayb-KF32uWk,"{""connection_name"":""hackernews""}"
33500762,Using the macOS/iOS Knowledgec.db to Determine Precise User and App Usage,2022-11-07T03:29:12Z,ofou,1,false,false,<null>,[33500766],<null>,<null>,<null>,<null>,story,http://www.mac4n6.com/blog/2018/8/5/knowledge-is-power-using-the-knowledgecdb-database-on-macos-and-ios-to-determine-precise-user-and-application-usage,"{""connection_name"":""hackernews""}"
33500933,"Matter, the new smart home connectivity standard",2022-11-07T03:52:44Z,jvican,1,false,false,1,[33500935],<null>,<null>,<null>,<null>,story,https://github.com/project-chip/connectedhomeip,"{""connection_name"":""hackernews""}"
33500958,Ask HN: What are some good methods for learning accents [in English]?,2022-11-07T03:56:56Z,permo-w,3,false,false,3,"[33500991,33500973]",<null>,<null>,<null>,<null>,story,<null>,"{""connection_name"":""hackernews""}"
33500807,Self hosted Docker registry with auto image push on push to main,2022-11-07T03:35:03Z,asadawadia,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://blog.aawadia.dev/2022/11/02/docker-registry-ci/,"{""connection_name"":""hackernews""}"
33500889,Mac4n6/Apollo: Apple Pattern of Life Lazy Output'er,2022-11-07T03:45:28Z,ofou,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://github.com/mac4n6/APOLLO,"{""connection_name"":""hackernews""}"
33500789,Bank of Japan Can Stomach Weak Yen,2022-11-07T03:32:03Z,yoquan,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.wsj.com/articles/bank-of-japan-can-stomach-weak-yen-11662643391,"{""connection_name"":""hackernews""}"
33500881,"Spicejet B738 on May 1st, 2022, severe turbulance causes injury and death",2022-11-07T03:44:46Z,mmwelt,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://avherald.com/h?article=4f836f40,"{""connection_name"":""hackernews""}"
33500763,A Radically Different Model of American Education: UATX,2022-11-07T03:29:16Z,pr337h4m,1,false,false,1,[33500764],<null>,<null>,<null>,<null>,story,https://dartreview.com/a-radically-different-model-of-american-education-uatxs-jacob-howland-speaks-to-the-pep/,"{""connection_name"":""hackernews""}"
33500793,China unlikely to become a dominant superpower,2022-11-07T03:32:50Z,yoquan,3,false,false,<null>,[33500830],<null>,<null>,<null>,<null>,story,https://asia.nikkei.com/Spotlight/The-age-of-Great-China/China-unlikely-to-become-a-dominant-superpower-Emmanuel-Todd,"{""connection_name"":""hackernews""}"
33501016,Twitter and Other Tech Layoffs Raise H-1B Visa Employment Issues,2022-11-07T04:07:36Z,rawgabbit,3,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.forbes.com/sites/stuartanderson/2022/11/04/twitter-and-other-tech-layoffs-raise-h-1b-visa-employment-issues/,"{""connection_name"":""hackernews""}"
33501004,"RISC-Vlim, a RISC-V Framework for Logic-in-Memory Architectures",2022-11-07T04:05:16Z,SanjayMehta,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.mdpi.com/2079-9292/11/19/2990/htm,"{""connection_name"":""hackernews""}"
33500915,Brain Scientists still confuse cause and effect (1999),2022-11-07T03:49:55Z,richardatlarge,2,false,false,1,"[33500925,33500978]",<null>,<null>,<null>,<null>,story,https://go.gale.com/ps/i.do?p=AONE&u=googlescholar&id=GALE%7CA54117654&v=2.1&it=r&sid=AONE&asid=afdc4b8b,"{""connection_name"":""hackernews""}"
