id,title,time,by,score,dead,deleted,descendants,kids,parent,parts,poll,text,type,url,_ctx
31974209,Tencent and Ant Group join industry pledge to ban crypto and fight speculation,2022-07-04T06:52:21Z,giuliomagnifico,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.scmp.com/tech/big-tech/article/3184021/china-nfts-tencent-and-ant-group-join-industry-pledge-ban,"{""connection_name"":""hackernews""}"
31974153,ForgeFed: A federation protocol for enabling interoperability between version C,2022-07-04T06:44:14Z,todsacerdoti,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://forgefed.org/,"{""connection_name"":""hackernews""}"
31974272,Their son vanished – then an imposter took over for 41 years,2022-07-04T07:03:20Z,yarapavan,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.bbc.com/news/world-asia-india-61981241,"{""connection_name"":""hackernews""}"
31974291,GitHub Copilot alternative: Amazon CodeWhisperer,2022-07-04T07:07:17Z,Lealen,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://aws.amazon.com/codewhisperer/,"{""connection_name"":""hackernews""}"
31974239,Millions of Children Will Soon Need Aadhaar IDs to Get to a Nutritious Meal,2022-07-04T06:57:02Z,thunderbong,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://article-14.com/post/millions-of-children-will-soon-need-aadhaar-ids-to-access-their-right-to-a-nutritious-meal--62bc915131cc9,"{""connection_name"":""hackernews""}"
31974182,IPCC WGI Interactive Map:Days with Temperatures more than 35℃,2022-07-04T06:48:51Z,YashdharaC,2,false,false,1,[31974183],<null>,<null>,<null>,<null>,story,https://interactive-atlas.ipcc.ch/regional-information#eyJ0eXBlIjoiQVRMQVMiLCJjb21tb25zIjp7ImxhdCI6OTc3MiwibG5nIjo0MDA2OTIsInpvb20iOjQsInByb2oiOiJFUFNHOjU0MDMwIiwibW9kZSI6ImNvbXBsZXRlX2F0bGFzIn0sInByaW1hcnkiOnsic2NlbmFyaW8iOiJzc3A1ODUiLCJwZXJpb2QiOiIyIiwic2Vhc29uIjoieWVhciIsImRhdGFzZXQiOiJDTUlQNiIsInZhcmlhYmxlIjoidHgzNSIsInZhbHVlVHlwZSI6IlZBTFVFIiwiaGF0Y2hpbmciOiJTSU1QTEUiLCJyZWdpb25TZXQiOiJhcjYiLCJiYXNlbGluZSI6InByZUluZHVzdHJpYWwiLCJyZWdpb25zU2VsZWN0ZWQiOltdfSwicGxvdCI6eyJhY3RpdmVUYWIiOiJwbHVtZSIsIm1hc2siOiJub25lIiwic2NhdHRlcllNYWciOm51bGwsInNjYXR0ZXJZVmFyIjpudWxsLCJzaG93aW5nIjpmYWxzZX19,"{""connection_name"":""hackernews""}"
31974381,Envato Studio and Twenty20 to Close,2022-07-04T07:21:46Z,skilled,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://forums.envato.com/t/envato-studio-and-twenty20-to-close/421413,"{""connection_name"":""hackernews""}"
31974146,"Vauld suspends all withdrawals, trading and deposits on the platform",2022-07-04T06:42:25Z,sreekars,11,false,false,2,[31974358],<null>,<null>,<null>,<null>,story,https://www.vauld.com/blog/corporate-statement/,"{""connection_name"":""hackernews""}"
31974120,The Sky Thief (2021),2022-07-04T06:35:45Z,kevmo314,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.rollingstone.com/culture/culture-features/beebo-russell-seattle-plane-theft-true-story-1187023/,"{""connection_name"":""hackernews""}"
31974053,If I hear one more person say “sell before you build” I'm going to puke,2022-07-04T06:25:28Z,liuxiaopai,17,false,false,3,"[31974377,31974340,31974232]",<null>,<null>,<null>,<null>,story,https://www.indiehackers.com/post/if-i-hear-one-more-person-say-sell-before-you-build-i-m-going-to-puke-f016215876,"{""connection_name"":""hackernews""}"
31974137,How to prevent partial rendering in HTMX?,2022-07-04T06:39:46Z,rajasimon,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://rajasimon.io/blog/prevent-partial-rendering-in-htmx/,"{""connection_name"":""hackernews""}"
31974346,Indie game developers recreate experiences of Alzheimer’s patients,2022-07-04T07:16:59Z,rajnathani,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://technode.com/2022/07/02/chinese-indie-game-developers-recreate-alzheimers-patients-experience/,"{""connection_name"":""hackernews""}"
31974130,"Tor Browser – 11.0.15 (Android, Windows, macOS, Linux) – Release July-2-2022",2022-07-04T06:38:57Z,Trouble_007,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://blog.torproject.org/new-release-tor-browser-11015/,"{""connection_name"":""hackernews""}"
31974160,"After Inflation, the Whip-Crack",2022-07-04T06:45:17Z,cratermoon,2,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://pluralistic.net/2022/07/01/whip-it-good/#deflation,"{""connection_name"":""hackernews""}"
31974274,AI Forecasting: One Year In,2022-07-04T07:03:41Z,blopeur,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://www.lesswrong.com/posts/CJw2tNHaEimx6nwNy/ai-forecasting-one-year-in,"{""connection_name"":""hackernews""}"
31974376,Ask HN: Anyone know cheapest website builder?,2022-07-04T07:20:44Z,bobkrusty,1,false,false,<null>,<null>,<null>,<null>,<null>,"right know i know wix $8 (without brand logo)
but is there any alternative?",story,<null>,"{""connection_name"":""hackernews""}"
31974191,Increase the speed of NPM install by more than 8 times,2022-07-04T06:49:41Z,imeoer,1,false,false,1,[31974194],<null>,<null>,<null>,<null>,story,https://nydus.dev/,"{""connection_name"":""hackernews""}"
31974133,Pleasure Spots,2022-07-04T06:39:04Z,Schroedingers2c,1,false,false,1,[31974223],<null>,<null>,<null>,<null>,story,https://www.orwellfoundation.com/the-orwell-foundation/orwell/essays-and-other-works/pleasure-spots/,"{""connection_name"":""hackernews""}"
31974364,McDonald's and Optimal Pricing Strategies,2022-07-04T07:19:02Z,CHB0403085482,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,http://livingstingy.blogspot.com/2022/07/mcdonalds-and-optimal-pricing-strategies.html,"{""connection_name"":""hackernews""}"
31974313,WeAreDevelopers 2022 – My 3 highlights,2022-07-04T07:11:24Z,honey-badger,1,false,false,<null>,<null>,<null>,<null>,<null>,<null>,story,https://anupam.de/writing/essays/WAD2022.html,"{""connection_name"":""hackernews""}"

