id,title,time,by,score,dead,deleted,descendants,kids,parent,parts,poll,text,type,url,context
31820421,Magnetic Amplifier,2022-06-21T05:59:28Z,peter_d_sherman,1,false,false,1,[31820495],<null>,<null>,<null>,<null>,story,https://en.wikipedia.org/wiki/Magnetic_amplifier,"{""connection_name"":""hackernews""}"

